95.31.62.140 - - [21/Nov/2018:00:28:20 +0800] "GET / HTTP/1.1" 200 11418
218.200.5.179 - - [21/Nov/2018:19:38:54 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 165
218.200.5.179 - - [21/Nov/2018:19:38:54 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/combo_arrow.png HTTP/1.1" 200 117
218.200.5.179 - - [21/Nov/2018:19:38:58 +0800] "GET /ssmdm/images/logo.png HTTP/1.1" 200 556002
218.200.5.179 - - [21/Nov/2018:19:39:21 +0800] "GET /ssmdm/toLogin HTTP/1.1" 200 2272
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
218.200.5.179 - - [21/Nov/2018:19:52:20 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
218.200.5.179 - - [21/Nov/2018:19:52:21 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:21 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:21 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:21 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:28 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
218.200.5.179 - - [21/Nov/2018:19:52:32 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 200 510569
218.200.5.179 - - [21/Nov/2018:19:52:32 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 303104
218.200.5.179 - - [21/Nov/2018:19:52:32 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 352256
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 425984
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:33 +0800] "GET /favicon.ico HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 262144
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 286720
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 172032
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.179 - - [21/Nov/2018:19:52:38 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:39 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:39 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:39 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:52:39 +0800] "GET /favicon.ico HTTP/1.1" 304 -
218.200.5.179 - - [21/Nov/2018:19:52:42 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 131072
218.200.5.179 - - [21/Nov/2018:19:52:42 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 49152
218.200.5.179 - - [21/Nov/2018:19:52:42 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 286720
218.200.5.182 - - [21/Nov/2018:19:52:53 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.182 - - [21/Nov/2018:19:52:53 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:52:54 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:52:55 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:52:55 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:52:55 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:53:01 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 200 510569
218.200.5.182 - - [21/Nov/2018:19:53:04 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 200 493564
218.200.5.182 - - [21/Nov/2018:19:53:07 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.182 - - [21/Nov/2018:19:53:07 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
218.200.5.182 - - [21/Nov/2018:19:53:08 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
218.200.5.182 - - [21/Nov/2018:19:53:08 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
218.200.5.182 - - [21/Nov/2018:19:53:08 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
218.200.5.182 - - [21/Nov/2018:19:53:08 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
218.200.5.182 - - [21/Nov/2018:19:53:08 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
218.200.5.182 - - [21/Nov/2018:19:53:09 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 200 493564
218.200.5.182 - - [21/Nov/2018:19:53:10 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
218.200.5.182 - - [21/Nov/2018:19:53:10 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 200 510569
218.200.5.182 - - [21/Nov/2018:19:53:10 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:53:10 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:53:10 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:53:12 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
218.200.5.182 - - [21/Nov/2018:19:53:19 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 200 493564
218.200.5.182 - - [21/Nov/2018:19:53:21 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 200 493564
218.200.5.182 - - [21/Nov/2018:19:53:23 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 200 510569
218.200.5.182 - - [21/Nov/2018:19:53:25 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 200 510569
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 304 -
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.182 - - [21/Nov/2018:19:53:34 +0800] "GET /favicon.ico HTTP/1.1" 304 -
183.36.112.205 - - [21/Nov/2018:19:53:38 +0800] "GET /ssmdm/toTop?nsukey=4SWVNrc9vBPFgdii0nmlcjvmcvBvVEDiEniFOCRzQRKKhak8rs2BcoAgWI9YEv1klpe4DCdxZ6BMV4eimrfZE92B8TMmwlb82Z2OuYZ6WolpyY12FJLcvffwBTXp9OiK93G8s8ioHCst5SWaNKAkaMBq4kMgi7FoBeilMz2FIDGQLpjT2RufZnUfiiBuDc26u5TXC0RQXVRnRUqWFR6Uz2B4JeQ3D3D HTTP/1.1" 200 12737
14.116.133.170 - - [21/Nov/2018:19:53:38 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
113.96.219.243 - - [21/Nov/2018:19:53:38 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
14.116.137.168 - - [21/Nov/2018:19:53:38 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
113.96.218.50 - - [21/Nov/2018:19:53:38 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
183.3.255.32 - - [21/Nov/2018:19:53:38 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
113.96.231.120 - - [21/Nov/2018:19:53:38 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
14.116.137.166 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
113.96.218.51 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
113.96.219.247 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
113.96.219.250 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
113.96.219.243 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
14.116.137.167 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm HTTP/1.1" 302 -
218.200.5.179 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/ HTTP/1.1" 302 -
218.200.5.179 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
218.200.5.179 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
218.200.5.179 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
218.200.5.179 - - [21/Nov/2018:19:53:39 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
14.116.133.171 - - [21/Nov/2018:19:53:40 +0800] "GET /ssmdm/toTop?nsukey=4SWVNrc9vBPFgdii0nmlcjvmcvBvVEDiEniFOCRzQRKKhak8rs2BcoAgWI9YEv1klpe4DCdxZ6BMV4eimrfZE92B8TMmwlb82Z2OuYZ6WolpyY12FJLcvffwBTXp9OiK93G8s8ioHCst5SWaNKAkaMBq4kMgi7FoBeilMz2FIDGQLpjT2RufZnUfiiBuDc26u5TXC0RQXVRnRUqWFR6Uz2B4JeQ3D3D HTTP/1.1" 200 12737
218.200.5.179 - - [21/Nov/2018:19:53:40 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
183.3.226.234 - - [21/Nov/2018:19:53:40 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
183.3.255.28 - - [21/Nov/2018:19:53:40 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
14.116.133.171 - - [21/Nov/2018:19:53:40 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
183.36.112.205 - - [21/Nov/2018:19:53:40 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
113.96.219.249 - - [21/Nov/2018:19:53:40 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:53:41 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
218.200.5.182 - - [21/Nov/2018:19:53:41 +0800] "GET /tomcat.css HTTP/1.1" 200 5931
218.200.5.182 - - [21/Nov/2018:19:53:42 +0800] "GET /tomcat.png HTTP/1.1" 200 5103
218.200.5.182 - - [21/Nov/2018:19:53:42 +0800] "GET /bg-nav.png HTTP/1.1" 200 1401
218.200.5.182 - - [21/Nov/2018:19:53:42 +0800] "GET /bg-upper.png HTTP/1.1" 200 3103
218.200.5.182 - - [21/Nov/2018:19:53:42 +0800] "GET /bg-button.png HTTP/1.1" 200 713
218.200.5.182 - - [21/Nov/2018:19:53:42 +0800] "GET / HTTP/1.1" 200 11418
218.200.5.182 - - [21/Nov/2018:19:53:42 +0800] "GET /bg-middle.png HTTP/1.1" 200 1918
218.200.5.182 - - [21/Nov/2018:19:53:43 +0800] "GET /asf-logo-wide.svg HTTP/1.1" 200 26726
218.200.5.179 - - [21/Nov/2018:19:53:47 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
218.200.5.179 - - [21/Nov/2018:19:53:48 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
218.200.5.179 - - [21/Nov/2018:19:53:48 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:53:48 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:53:48 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:53:48 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:53:48 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
14.116.137.168 - - [21/Nov/2018:19:53:49 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 147456
14.116.137.170 - - [21/Nov/2018:19:53:49 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 131072
14.116.133.168 - - [21/Nov/2018:19:53:49 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 98304
183.3.255.28 - - [21/Nov/2018:19:53:49 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 500 65536
113.96.231.120 - - [21/Nov/2018:19:53:50 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 122880
14.116.137.168 - - [21/Nov/2018:19:53:50 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 500 131072
183.3.226.234 - - [21/Nov/2018:19:53:50 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 98304
113.96.218.50 - - [21/Nov/2018:19:53:50 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 147456
218.200.5.179 - - [21/Nov/2018:19:54:10 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 200 510569
218.200.5.179 - - [21/Nov/2018:19:54:11 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 335872
218.200.5.179 - - [21/Nov/2018:19:54:11 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 466944
218.200.5.179 - - [21/Nov/2018:19:54:11 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 376832
218.200.5.179 - - [21/Nov/2018:19:54:11 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 500 196608
218.200.5.179 - - [21/Nov/2018:19:54:12 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 200 493564
218.200.5.179 - - [21/Nov/2018:19:54:12 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 200 510569
218.200.5.179 - - [21/Nov/2018:19:54:13 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 200 493564
218.200.5.179 - - [21/Nov/2018:19:54:13 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
61.129.6.225 - - [21/Nov/2018:19:54:36 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
61.129.6.225 - - [21/Nov/2018:19:54:37 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
61.129.6.225 - - [21/Nov/2018:19:54:37 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
61.129.6.225 - - [21/Nov/2018:19:54:37 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
61.129.8.179 - - [21/Nov/2018:19:54:37 +0800] "GET /ssmdm/toTop?nsukey=4SWVNrc9vBPFgdii0nmlcjvmcvBvVEDiEniFOCRzQRKKhak8rs%2BcoAgWI9YEv1klpe4DCdxZ6BMV4eimrfZE9%2B8TMmwlb82Z2OuYZ6WolpyY1%2FJLcvffwBTXp9OiK93G8s8ioHCst5SWaNKAkaMBq4kMgi7FoBeilMz%2FIDGQLpjT2RufZnUfiiBuDc26u5TXC0RQXVRnRUqWFR6Uz%2B4JeQ%3D%3D HTTP/1.1" 200 12737
61.129.8.179 - - [21/Nov/2018:19:54:38 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
61.129.8.179 - - [21/Nov/2018:19:54:38 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
61.129.8.179 - - [21/Nov/2018:19:54:39 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
218.200.5.179 - - [21/Nov/2018:19:54:40 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.179 - - [21/Nov/2018:19:54:40 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:40 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:40 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:42 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:46 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
218.200.5.179 - - [21/Nov/2018:19:54:46 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:46 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:46 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:46 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:46 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
218.200.5.179 - - [21/Nov/2018:19:54:47 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 200 493564
218.200.5.179 - - [21/Nov/2018:19:54:49 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 200 510569
218.200.5.179 - - [21/Nov/2018:19:54:50 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 200 493564
180.163.220.4 - - [21/Nov/2018:20:10:32 +0800] "GET / HTTP/1.1" 200 11418
180.163.220.66 - - [21/Nov/2018:20:10:33 +0800] "GET /tomcat.css HTTP/1.1" 200 5931
42.236.10.106 - - [21/Nov/2018:20:10:33 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
180.163.220.66 - - [21/Nov/2018:20:10:33 +0800] "GET /tomcat.png HTTP/1.1" 200 5103
42.236.10.114 - - [21/Nov/2018:20:10:34 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
42.236.10.117 - - [21/Nov/2018:20:10:34 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
42.236.10.124 - - [21/Nov/2018:20:10:35 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
180.163.220.5 - - [21/Nov/2018:20:10:35 +0800] "GET /bg-middle.png HTTP/1.1" 200 1918
42.236.10.117 - - [21/Nov/2018:20:10:35 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
42.236.10.124 - - [21/Nov/2018:20:10:35 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
180.163.220.5 - - [21/Nov/2018:20:10:35 +0800] "GET /bg-nav.png HTTP/1.1" 200 1401
180.163.220.5 - - [21/Nov/2018:20:10:35 +0800] "GET /bg-button.png HTTP/1.1" 200 713
180.163.220.4 - - [21/Nov/2018:20:10:35 +0800] "GET /asf-logo-wide.svg HTTP/1.1" 200 26726
42.236.10.114 - - [21/Nov/2018:20:10:35 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
42.236.10.124 - - [21/Nov/2018:20:10:35 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
42.236.10.117 - - [21/Nov/2018:20:10:39 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
42.236.10.114 - - [21/Nov/2018:20:10:39 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 200 510569
42.236.10.114 - - [21/Nov/2018:20:10:39 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
42.236.10.117 - - [21/Nov/2018:20:10:40 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
42.236.10.114 - - [21/Nov/2018:20:10:46 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
42.236.10.114 - - [21/Nov/2018:20:10:47 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
42.236.10.124 - - [21/Nov/2018:20:10:49 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 200 493564
42.236.10.114 - - [21/Nov/2018:20:10:50 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 200 510569
42.236.10.117 - - [21/Nov/2018:20:10:50 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 200 493564
42.236.10.117 - - [21/Nov/2018:20:11:33 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
180.163.220.68 - - [21/Nov/2018:20:11:44 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
180.163.220.62 - - [21/Nov/2018:20:13:40 +0800] "GET / HTTP/1.1" 200 11418
180.163.220.62 - - [21/Nov/2018:20:13:40 +0800] "GET /tomcat.css HTTP/1.1" 200 5931
180.163.220.62 - - [21/Nov/2018:20:13:40 +0800] "GET /tomcat.png HTTP/1.1" 200 5103
180.163.220.62 - - [21/Nov/2018:20:13:40 +0800] "GET /bg-nav.png HTTP/1.1" 200 1401
180.163.220.62 - - [21/Nov/2018:20:13:40 +0800] "GET /bg-upper.png HTTP/1.1" 200 3103
180.163.220.45 - - [21/Nov/2018:20:13:40 +0800] "GET /asf-logo-wide.svg HTTP/1.1" 200 26726
